,KIDSDRIV,BIRTH,AGE,HOMEKIDS,YOJ,INCOME,PARENT1,HOME_VAL,MSTATUS,GENDER,EDUCATION,OCCUPATION,TRAVTIME,CAR_USE,BLUEBOOK,TIF,CAR_TYPE,RED_CAR,OLDCLAIM,CLM_FREQ,REVOKED,MVR_PTS,CLM_AMT,CAR_AGE,URBANICITY
4870,0,23DEC74,25,2,10.0,6262.51497005988,Yes,113151.5,z_No,z_F,z_High School,Student,37,Private,8230,13,Sports Car,yes,1395,1,No,6,1384,7.0,z_Highly Rural/ Rural
4873,0,07APR53,46,0,12.999999999999998,120401.0,No,348157.0,Yes,M,Bachelors,z_Blue Collar,29,Commercial,23370,6,Panel Truck,yes,35980,2,No,2,3118,10.0,Highly Urban/ Urban
4875,0,03OCT38,61,0,17.0,25525.0,No,158142.0,Yes,M,Bachelors,z_Blue Collar,16,Commercial,11060,1,z_SUV,no,30023,3,Yes,5,1299,6.0,Highly Urban/ Urban
4878,0,30MAY66,33,0,0.0,0.0,No,0.0,z_No,M,<High School,Student,49,Commercial,25280,3,Panel Truck,no,0,0,No,0,6409,11.0,Highly Urban/ Urban
4880,3,11JUN37,62,3,19.0,85081.0,Yes,0.0,z_No,z_F,Masters,Lawyer,19,Private,26420,17,Sports Car,no,9810,4,No,7,6783,18.0,Highly Urban/ Urban
4883,0,11JAN60,39,0,0.0,0.0,No,0.0,z_No,M,Bachelors,Student,42,Private,12240,6,Minivan,yes,5093,2,No,6,2750,7.0,z_Highly Rural/ Rural
4884,0,14JUL49,50,0,12.0,31291.0,No,197110.0,z_No,z_F,z_High School,Clerical,14,Private,6500,4,z_SUV,no,3108,3,No,3,5295,1.0,Highly Urban/ Urban
4887,0,01JUN52,47,0,7.0,28626.0,No,0.0,z_No,z_F,z_High School,Clerical,57,Private,13680,6,z_SUV,no,0,0,No,4,26836,1.0,Highly Urban/ Urban
4888,0,01APR60,39,0,10.0,74719.0,No,0.0,z_No,M,Bachelors,Professional,45,Private,25760,10,Minivan,no,4094,1,No,2,4704,12.0,Highly Urban/ Urban
4889,0,02MAR60,39,1,0.0,0.0,Yes,0.0,z_No,z_F,Bachelors,Student,31,Commercial,5400,3,Sports Car,no,0,0,No,1,5190,10.0,Highly Urban/ Urban
4895,0,04JUL64,35,0,6.0,77556.0,No,0.0,z_No,M,Bachelors,z_Blue Collar,18,Commercial,26810,14,Panel Truck,no,1249,2,No,0,1530,7.0,Highly Urban/ Urban
4896,0,01MAY63,36,3,12.0,77950.0,Yes,113151.5,z_No,M,Bachelors,z_Blue Collar,34,Commercial,9510,7,Pickup,no,0,0,No,0,2987,8.0,Highly Urban/ Urban
4898,0,18SEP50,49,0,12.0,61790.0,No,206446.0,z_No,z_F,Bachelors,Manager,51,Private,12580,4,z_SUV,no,0,0,No,0,943,15.0,Highly Urban/ Urban
4899,3,15FEB60,39,3,11.0,76791.0,No,215433.0,Yes,z_F,Masters,Professional,24,Private,33050,13,z_SUV,no,10265,1,No,2,6993,20.0,Highly Urban/ Urban
4901,0,21MAR42,57,2,10.0,35778.0,No,170435.0,Yes,M,z_High School,Clerical,26,Commercial,10780,1,Pickup,no,31557,4,Yes,5,2575,10.0,Highly Urban/ Urban
4904,0,21JUN60,39,0,6.0,81042.0,No,247600.0,Yes,M,Bachelors,Professional,39,Commercial,21430,4,Van,yes,7114,1,No,4,2646,9.0,Highly Urban/ Urban
4910,0,26JUL42,57,0,12.0,62203.0,No,0.0,z_No,M,z_High School,z_Blue Collar,5,Commercial,7720,4,Pickup,no,7326,1,No,4,2194,9.0,Highly Urban/ Urban
4911,1,22SEP58,41,2,8.0,26652.0,No,113151.5,Yes,z_F,<High School,z_Blue Collar,47,Private,8270,3,z_SUV,no,1944,2,No,6,3892,2.0,Highly Urban/ Urban
4913,0,19NOV53,46,0,12.0,33648.0,No,180461.0,Yes,z_F,Bachelors,Professional,45,Private,6720,6,Sports Car,no,0,0,Yes,2,6005,9.0,Highly Urban/ Urban
4923,0,24NOV53,46,0,10.0,32279.0,No,163420.0,Yes,z_F,Bachelors,Professional,46,Private,6000,6,z_SUV,no,0,0,No,0,5108,1.0,Highly Urban/ Urban
4925,0,01JUL52,47,1,11.999999999999998,44452.0,No,221536.0,Yes,z_F,z_High School,z_Blue Collar,51,Commercial,13110,10,z_SUV,no,0,0,No,0,2896,6.0,Highly Urban/ Urban
4929,0,01JUL56,43,0,6.0,41274.0,No,103580.0,z_No,M,<High School,Clerical,38,Private,9930,6,Minivan,yes,0,0,No,0,430,7.0,Highly Urban/ Urban
4932,1,29JUN54,45,2,9.0,683.0,No,61630.0,Yes,z_F,z_High School,Student,60,Commercial,19090,4,z_SUV,no,2279,1,No,0,1326,1.0,Highly Urban/ Urban
4935,0,20JAN69,30,1,7.0,22718.0,Yes,116700.0,z_No,M,<High School,Clerical,14,Private,4300,1,Minivan,yes,4448,3,No,9,5076,1.0,Highly Urban/ Urban
4944,0,05MAY68,31,3,0.0,0.0,No,0.0,Yes,M,Bachelors,Student,25,Commercial,4600,1,Pickup,yes,6070,3,No,5,6804,7.0,Highly Urban/ Urban
4949,0,25JUN41,58,0,12.0,42607.0,No,112850.0,Yes,M,<High School,z_Blue Collar,55,Commercial,11560,1,Pickup,no,5238,1,No,1,4984,7.0,Highly Urban/ Urban
4952,1,09JAN59,40,2,12.0,35453.0,No,156023.0,Yes,z_F,z_High School,z_Blue Collar,24,Commercial,4010,16,z_SUV,no,2244,2,No,2,956,1.0,Highly Urban/ Urban
4953,0,14MAY57,42,2,10.0,42371.0,Yes,0.0,z_No,z_F,Bachelors,z_Blue Collar,45,Commercial,5740,4,z_SUV,no,6703,1,No,4,6280,12.0,Highly Urban/ Urban
4957,0,05JUL47,52,0,12.0,50584.0,No,157928.0,z_No,z_F,Bachelors,Professional,27,Private,11760,9,z_SUV,no,1328,1,No,6,4978,1.0,Highly Urban/ Urban
4961,0,03OCT54,45,2,10.0,32867.0,Yes,0.0,z_No,z_F,z_High School,Clerical,24,Private,9290,1,z_SUV,no,9635,4,No,4,2711,1.0,Highly Urban/ Urban
4963,0,17JUL50,49,0,11.0,284071.0,No,113151.5,Yes,M,PhD,z_Blue Collar,53,Commercial,7940,1,Pickup,yes,2939,2,No,4,2410,15.0,Highly Urban/ Urban
4967,0,11MAR55,44,3,0.0,0.0,Yes,0.0,z_No,z_F,Masters,Home Maker,86,Private,10460,1,Sports Car,no,0,0,No,3,2356,18.0,z_Highly Rural/ Rural
4968,0,27OCT53,46,0,12.0,11363.0,No,104389.0,Yes,z_F,<High School,Clerical,26,Private,7240,10,z_SUV,no,26181,1,Yes,2,6719,5.0,Highly Urban/ Urban
4978,1,13DEC54,45,3,9.0,148528.0,Yes,0.0,z_No,z_F,PhD,Lawyer,49,Private,20830,6,z_SUV,no,0,0,Yes,2,20126,10.0,Highly Urban/ Urban
4979,0,03MAY52,47,0,7.0,44812.0,No,0.0,z_No,z_F,z_High School,z_Blue Collar,27,Commercial,6200,1,z_SUV,no,43405,2,Yes,0,7204,5.0,Highly Urban/ Urban
4985,1,12MAY51,48,0,12.0,228376.0,No,586096.0,Yes,M,PhD,z_Blue Collar,57,Commercial,9260,1,z_SUV,no,5458,1,No,8,5728,17.0,Highly Urban/ Urban
4987,0,09MAY63,36,0,14.0,66335.0,No,241407.0,Yes,z_F,z_High School,Professional,19,Commercial,2670,1,z_SUV,no,0,0,No,0,2199,9.0,Highly Urban/ Urban
4994,0,10MAR41,58,0,10.0,157619.0,No,397530.0,Yes,z_F,PhD,z_Blue Collar,13,Commercial,38240,9,Van,no,0,0,No,0,3452,7.0,Highly Urban/ Urban
4999,0,02JUN49,50,0,15.0,53924.0,No,203155.0,Yes,M,z_High School,z_Blue Collar,37,Commercial,25320,1,Panel Truck,yes,5546,2,No,6,747,1.0,Highly Urban/ Urban
5004,0,11SEP74,25,1,8.0,66390.0,Yes,0.0,z_No,z_F,Bachelors,z_Blue Collar,41,Commercial,22740,9,z_SUV,no,7019,2,No,1,5207,10.0,Highly Urban/ Urban
5010,0,15FEB72,27,3,13.0,35851.0,No,147018.0,Yes,z_F,z_High School,z_Blue Collar,47,Commercial,4200,1,Sports Car,no,0,0,No,4,4102,1.0,Highly Urban/ Urban
5011,0,16MAR53,46,0,11.5,100790.0,No,0.0,z_No,z_F,Masters,Manager,34,Private,21010,1,Sports Car,no,0,0,No,0,4256,12.0,Highly Urban/ Urban
5015,0,12JAN64,35,0,10.0,64530.0,No,0.0,z_No,z_F,Masters,Lawyer,50,Private,5000,1,Sports Car,no,5202,1,No,0,6087,13.0,Highly Urban/ Urban
5017,0,05JAN54,45,1,12.999999999999998,71512.0,No,224539.0,Yes,z_F,Bachelors,Professional,26,Private,30270,1,Minivan,no,0,0,No,0,3868,7.0,Highly Urban/ Urban
5021,0,23MAY44,55,0,14.999999999999998,3113.0,No,113151.5,Yes,M,<High School,Student,25,Private,11550,1,Pickup,yes,5660,2,No,4,8767,1.0,Highly Urban/ Urban
5024,0,13JUN51,48,0,10.0,111405.0,No,326745.0,z_No,z_F,Bachelors,Professional,12,Commercial,29540,4,Van,no,3848,1,No,9,966,11.0,Highly Urban/ Urban
5025,0,30AUG61,38,1,10.0,38819.0,Yes,128779.0,z_No,z_F,Bachelors,Professional,49,Private,5680,6,z_SUV,no,0,0,Yes,7,4666,8.0,Highly Urban/ Urban
5029,0,04FEB32,67,0,0.0,0.0,No,0.0,Yes,z_F,z_High School,Student,33,Private,8200,7,Sports Car,no,6934,1,No,0,1402,10.0,Highly Urban/ Urban
5033,0,15JAN61,38,0,15.0,72030.66344778254,No,166861.0,Yes,z_F,<High School,z_Blue Collar,5,Private,6940,8,Sports Car,no,0,0,No,3,4491,8.0,Highly Urban/ Urban
5034,2,05DEC59,40,2,15.0,56819.0,No,188860.0,Yes,z_F,Bachelors,z_Blue Collar,34,Commercial,14660,6,z_SUV,no,0,0,Yes,1,926,10.0,Highly Urban/ Urban
5035,0,21OCT56,43,0,10.75,40612.0,No,0.0,z_No,M,Masters,z_Blue Collar,35,Commercial,18130,1,Van,yes,4263,2,No,3,4070,18.0,Highly Urban/ Urban
5038,0,05APR64,35,1,8.0,84794.0,Yes,0.0,z_No,z_F,z_High School,Professional,19,Commercial,26860,1,Pickup,no,4575,3,No,7,3590,1.0,Highly Urban/ Urban
5067,0,04MAR50,49,0,7.999999999999999,3044.0,No,0.0,z_No,z_F,z_High School,Student,65,Private,6700,10,z_SUV,no,0,0,No,4,3166,7.0,Highly Urban/ Urban
5070,1,07NOV54,45,2,7.0,26681.0,Yes,166588.0,z_No,z_F,Bachelors,Professional,10,Private,28840,10,Pickup,no,0,0,No,0,5377,13.0,z_Highly Rural/ Rural
5074,0,18MAR42,57,0,16.0,53739.0,No,220862.0,Yes,M,Bachelors,Professional,41,Commercial,21740,1,Van,yes,0,0,No,5,3226,7.0,Highly Urban/ Urban
5075,0,02SEP59,40,0,8.0,118527.0,No,323324.0,z_No,M,Masters,z_Blue Collar,48,Commercial,22750,6,Panel Truck,no,0,0,No,0,1277,13.0,Highly Urban/ Urban
5078,2,23MAR55,44,2,8.0,152292.0,Yes,0.0,z_No,M,Masters,Manager,42,Commercial,31380,10,Panel Truck,yes,0,0,No,1,6281,19.0,Highly Urban/ Urban
5086,0,08JAN41,58,0,13.0,88490.0,No,0.0,z_No,z_F,Bachelors,Manager,52,Private,10350,11,z_SUV,no,2737,2,No,0,1036,10.0,Highly Urban/ Urban
5091,1,25NOV56,43,2,14.000000000000002,251883.0,Yes,603984.0,z_No,z_F,PhD,Doctor,31,Private,5700,3,z_SUV,no,33808,1,Yes,4,5591,7.0,Highly Urban/ Urban
5092,0,28NOV68,31,2,0.0,0.0,No,0.0,Yes,z_F,<High School,Student,21,Private,5430,3,z_SUV,no,0,0,Yes,0,6516,5.0,Highly Urban/ Urban
5097,0,26OCT69,30,1,0.0,0.0,Yes,76283.0,z_No,z_F,Bachelors,Home Maker,35,Private,4500,6,Sports Car,no,35477,4,Yes,1,3706,1.0,Highly Urban/ Urban
5100,0,19NOV59,40,3,12.0,12332.0,Yes,98982.0,z_No,M,<High School,Clerical,20,Commercial,8450,6,Pickup,yes,7262,2,No,0,1833,1.0,Highly Urban/ Urban
5102,0,16JUN57,42,0,13.0,54729.0,No,181515.0,Yes,z_F,Masters,Home Maker,30,Private,23360,1,z_SUV,no,0,0,No,0,2641,7.0,Highly Urban/ Urban
5103,0,24AUG60,39,1,12.0,24609.0,Yes,95505.0,z_No,z_F,<High School,z_Blue Collar,68,Private,7860,4,Sports Car,no,8455,3,No,4,7800,6.0,Highly Urban/ Urban
5106,0,12JAN57,42,1,0.0,0.0,No,122520.0,Yes,z_F,Bachelors,Home Maker,62,Private,14260,4,z_SUV,no,3460,3,No,0,4388,5.0,Highly Urban/ Urban
5107,0,03MAR48,51,0,8.0,80479.0,No,0.0,z_No,M,Bachelors,z_Blue Collar,31,Commercial,14650,13,Minivan,yes,575,2,No,4,7961,14.0,Highly Urban/ Urban
5111,0,31AUG53,46,0,14.0,112213.0,No,0.0,z_No,M,Masters,z_Blue Collar,5,Commercial,33610,3,Panel Truck,no,10788,3,No,4,8755,15.0,Highly Urban/ Urban
5116,0,31JUL52,47,0,9.0,62216.0,No,242564.0,Yes,M,z_High School,Professional,42,Commercial,24480,3,Panel Truck,no,3884,2,No,3,9105,1.0,Highly Urban/ Urban
5125,1,01MAY57,42,2,13.0,112205.0,No,311529.0,Yes,z_F,Bachelors,Manager,48,Commercial,27770,4,Pickup,no,6557,1,No,5,4298,11.0,Highly Urban/ Urban
5126,0,13MAY64,35,0,0.0,0.0,No,0.0,Yes,M,Bachelors,Student,30,Commercial,5000,1,Pickup,no,0,0,No,3,6208,10.0,Highly Urban/ Urban
5134,0,25FEB56,43,2,0.0,0.0,No,0.0,Yes,z_F,z_High School,Student,61,Commercial,5800,4,Minivan,no,6935,4,No,5,6690,1.0,Highly Urban/ Urban
5137,0,03AUG59,40,0,12.0,52471.0,No,153087.0,z_No,z_F,z_High School,z_Blue Collar,31,Commercial,21860,10,z_SUV,no,0,0,No,0,41063,6.0,Highly Urban/ Urban
5139,0,04OCT67,32,4,14.0,81772.0,Yes,0.0,z_No,z_F,Bachelors,z_Blue Collar,38,Commercial,19460,6,z_SUV,no,0,0,Yes,6,12338,13.0,Highly Urban/ Urban
5142,0,01SEP69,30,3,9.0,61790.0,No,185253.0,Yes,z_F,Bachelors,Clerical,28,Private,10680,1,z_SUV,no,0,0,Yes,0,6296,14.0,Highly Urban/ Urban
5145,3,04DEC45,54,0,10.0,58049.0,No,186384.0,Yes,M,Masters,Manager,44,Private,5590,1,z_SUV,no,0,0,No,0,4898,15.0,Highly Urban/ Urban
5146,0,02SEP74,25,3,15.0,75385.0,No,254055.0,Yes,M,Bachelors,z_Blue Collar,19,Commercial,17750,1,Van,yes,4640,3,No,4,4577,8.0,Highly Urban/ Urban
5150,0,06APR50,49,0,10.0,73241.0,No,0.0,z_No,M,Masters,Lawyer,36,Private,6400,1,Pickup,yes,3863,2,No,0,5454,15.0,Highly Urban/ Urban
5151,0,01SEP50,49,0,11.0,48215.0,No,0.0,z_No,z_F,PhD,Doctor,46,Private,13190,10,z_SUV,no,2516,4,No,2,2649,19.0,Highly Urban/ Urban
5153,0,23JUL68,31,4,0.0,0.0,Yes,0.0,z_No,z_F,Bachelors,Student,14,Commercial,4600,11,Sports Car,no,8136,1,No,6,1668,14.0,Highly Urban/ Urban
5157,0,04OCT51,48,0,10.0,90044.0,No,0.0,z_No,z_F,Bachelors,z_Blue Collar,79,Commercial,17310,3,z_SUV,no,2317,1,No,0,6595,16.0,Highly Urban/ Urban
5167,0,08JUL51,48,0,10.0,23588.0,No,174929.0,Yes,z_F,z_High School,Clerical,61,Private,9500,1,z_SUV,no,31664,2,Yes,3,5685,7.0,Highly Urban/ Urban
5169,2,18JAN62,37,2,10.0,45282.0,Yes,170166.0,z_No,z_F,<High School,z_Blue Collar,50,Private,5100,4,Sports Car,no,7136,1,No,4,2546,1.0,z_Highly Rural/ Rural
5171,0,26SEP65,34,2,9.0,33538.0,Yes,0.0,z_No,M,<High School,z_Blue Collar,29,Private,8250,4,Minivan,yes,38845,2,Yes,2,5810,1.0,Highly Urban/ Urban
5178,1,18SEP63,36,2,12.0,82780.0,No,113151.5,Yes,M,z_High School,z_Blue Collar,24,Commercial,1500,6,Minivan,no,5999,2,Yes,6,5943,5.0,Highly Urban/ Urban
5183,0,24JAN60,39,2,10.0,30618.0,No,157285.0,Yes,M,z_High School,z_Blue Collar,44,Commercial,21320,3,Van,yes,9469,2,No,0,10267,1.0,Highly Urban/ Urban
5185,0,04APR45,54,0,13.0,65234.0,No,280155.0,Yes,z_F,z_High School,z_Blue Collar,36,Commercial,23170,4,z_SUV,no,0,0,No,0,1148,1.0,Highly Urban/ Urban
5188,1,17JAN57,42,1,10.0,73376.0,Yes,0.0,z_No,z_F,Masters,Lawyer,39,Private,25590,1,Sports Car,no,7328,1,No,5,1947,11.0,Highly Urban/ Urban
5197,0,20JUN46,53,0,0.0,0.0,No,0.0,z_No,M,z_High School,Student,24,Private,17190,6,Van,yes,0,0,No,1,2490,1.0,Highly Urban/ Urban
5199,0,27APR66,33,2,14.0,82407.0,Yes,0.0,z_No,M,z_High School,z_Blue Collar,17,Commercial,4800,4,Pickup,yes,0,0,No,1,4181,6.0,Highly Urban/ Urban
5201,3,31MAY54,45,3,17.0,28538.0,No,140924.0,Yes,z_F,<High School,Clerical,15,Private,16920,3,z_SUV,no,22262,2,Yes,7,1444,5.0,Highly Urban/ Urban
5204,0,08OCT52,47,0,9.0,62133.0,No,222691.0,Yes,M,z_High School,Professional,35,Commercial,25310,17,Panel Truck,no,0,0,No,2,5453,1.0,Highly Urban/ Urban
5207,0,27NOV59,40,0,10.0,14677.0,No,0.0,z_No,M,Bachelors,Student,44,Commercial,10180,1,Pickup,no,0,0,No,0,3270,9.0,z_Highly Rural/ Rural
5208,0,19JUL53,46,0,10.0,45626.0,No,183557.0,Yes,z_F,z_High School,z_Blue Collar,30,Private,14550,4,z_SUV,no,4758,2,No,0,3613,1.0,Highly Urban/ Urban
5212,0,08AUG52,47,0,16.0,33717.0,No,145021.0,Yes,M,z_High School,Clerical,45,Commercial,4870,13,Pickup,yes,0,0,Yes,0,2129,1.0,Highly Urban/ Urban
5214,0,12AUG37,62,0,0.0,0.0,No,52952.0,Yes,z_F,z_High School,Home Maker,37,Private,12760,4,Sports Car,no,0,0,No,2,1414,1.0,Highly Urban/ Urban
5224,0,26MAR79,20,0,8.0,4209.0,No,80790.0,z_No,z_F,z_High School,Clerical,23,Private,10570,1,z_SUV,no,0,0,No,4,4400,9.0,Highly Urban/ Urban
5226,0,04MAR57,42,0,13.0,71779.0,No,187108.0,Yes,z_F,PhD,Manager,5,Private,15480,4,z_SUV,no,0,0,No,0,5782,12.0,Highly Urban/ Urban
5234,0,07JUL51,48,0,10.0,106752.0,No,0.0,z_No,M,Bachelors,Professional,46,Private,19540,4,Van,yes,8212,3,No,2,3989,15.0,Highly Urban/ Urban
5237,0,26FEB56,43,0,10.0,49729.0,No,211046.0,z_No,z_F,Bachelors,Professional,49,Private,13760,4,z_SUV,no,0,0,No,0,1428,8.0,Highly Urban/ Urban
5240,0,15OCT49,50,0,10.0,52956.0,No,113151.5,z_No,z_F,Bachelors,z_Blue Collar,35,Commercial,8370,11,z_SUV,no,2988,1,No,5,4890,12.0,Highly Urban/ Urban
5242,0,22FEB73,26,2,11.0,21443.0,No,116421.0,Yes,M,<High School,Clerical,19,Commercial,24280,6,Panel Truck,no,42208,1,Yes,5,45985,1.0,z_Highly Rural/ Rural
5246,0,29JAN57,42,0,11.0,27253.0,No,0.0,z_No,z_F,<High School,Clerical,25,Commercial,45360,6,Panel Truck,no,29919,1,Yes,0,1401,7.0,Highly Urban/ Urban
5250,0,05JUN36,63,0,16.0,141953.0,No,377925.0,Yes,M,PhD,z_Blue Collar,35,Commercial,27570,10,Pickup,yes,0,0,No,0,4291,9.0,Highly Urban/ Urban
5251,2,04AUG56,43,2,12.0,62638.0,Yes,0.0,z_No,z_F,Bachelors,Professional,36,Commercial,23140,6,Pickup,no,7148,2,No,4,4665,11.0,Highly Urban/ Urban
5264,0,02DEC52,47,0,12.999999999999998,9494.0,No,0.0,z_No,z_F,<High School,Home Maker,38,Private,2450,5,Sports Car,no,0,0,No,0,2572,1.0,Highly Urban/ Urban
5266,0,29APR38,61,0,10.0,62185.0,No,0.0,z_No,M,PhD,z_Blue Collar,40,Commercial,26550,1,Panel Truck,yes,4843,3,No,0,22951,11.0,Highly Urban/ Urban
5267,0,04JUN68,31,1,15.0,20277.0,No,134375.0,Yes,z_F,<High School,Clerical,5,Private,24670,1,Minivan,no,0,0,No,2,1746,1.0,Highly Urban/ Urban
5269,1,21MAR62,37,2,13.0,64927.0,No,184518.0,Yes,M,Masters,z_Blue Collar,31,Commercial,35270,6,Panel Truck,no,0,0,No,0,17425,15.0,Highly Urban/ Urban
5275,0,27NOV55,44,0,12.0,46915.0,No,0.0,z_No,M,z_High School,Clerical,52,Private,11310,1,Pickup,no,0,0,Yes,1,535,1.0,Highly Urban/ Urban
5280,0,11JUN50,49,0,6.0,11069.0,No,0.0,z_No,z_F,<High School,Student,60,Private,19520,4,z_SUV,no,5954,3,No,5,4351,3.0,Highly Urban/ Urban
5292,0,04OCT44,55,0,8.0,86574.0,No,323469.0,Yes,M,Masters,Manager,47,Private,17020,3,Van,yes,0,0,No,0,3367,18.0,Highly Urban/ Urban
5296,0,24MAR66,33,1,12.0,119869.0,Yes,0.0,z_No,z_F,<High School,z_Blue Collar,48,Commercial,23410,1,Pickup,no,26363,1,Yes,5,8535,1.0,Highly Urban/ Urban
5300,1,24JUL41,58,2,17.0,100886.0,No,113151.5,Yes,z_F,Bachelors,Professional,29,Private,18740,1,z_SUV,no,5108,1,No,9,1020,7.0,z_Highly Rural/ Rural
5302,0,05DEC46,53,0,10.0,25709.0,No,128190.0,z_No,M,z_High School,Clerical,22,Commercial,10680,4,Pickup,yes,28621,1,Yes,1,6835,7.0,Highly Urban/ Urban
5303,0,04MAR53,46,0,9.0,24202.0,No,0.0,z_No,M,PhD,Lawyer,24,Private,17270,13,Van,yes,3475,1,No,4,3776,17.0,Highly Urban/ Urban
5304,0,14DEC44,55,0,14.999999999999998,64548.0,No,251584.0,Yes,M,<High School,z_Blue Collar,32,Commercial,16360,1,Van,yes,26281,1,Yes,3,3763,1.0,Highly Urban/ Urban
5305,0,01OCT66,33,2,14.0,36351.0,No,193200.0,Yes,M,z_High School,z_Blue Collar,47,Commercial,11450,10,Pickup,yes,3647,3,No,3,5413,13.0,Highly Urban/ Urban
5309,2,18JAN62,37,3,12.0,40012.0,No,200016.0,Yes,z_F,z_High School,Professional,20,Private,9200,7,Minivan,no,3119,2,No,2,3246,1.0,Highly Urban/ Urban
5317,0,10FEB64,35,2,14.0,34235.0,No,139521.0,Yes,M,z_High School,Clerical,52,Private,8420,3,Pickup,no,0,0,Yes,2,4618,6.0,Highly Urban/ Urban
5318,0,11MAY55,44,2,0.0,0.0,Yes,0.0,z_No,z_F,PhD,Doctor,39,Private,23570,1,Minivan,no,1380,3,No,3,3666,17.0,Highly Urban/ Urban
5321,0,07JAN53,46,0,9.0,177832.0,No,471670.0,z_No,M,PhD,Doctor,54,Private,25240,3,Minivan,yes,949,2,No,2,3845,14.0,Highly Urban/ Urban
5333,1,29DEC55,44,1,13.0,78288.0,No,316436.0,Yes,M,z_High School,Professional,31,Private,15380,5,Minivan,yes,0,0,No,1,4475,8.0,Highly Urban/ Urban
5334,0,26SEP56,43,1,4.0,82795.0,Yes,0.0,z_No,M,Bachelors,z_Blue Collar,40,Commercial,8460,1,Pickup,yes,8844,2,No,7,2707,7.0,Highly Urban/ Urban
5336,0,16APR49,50,0,10.0,216924.0,No,0.0,z_No,z_F,PhD,Lawyer,6,Private,6500,6,z_SUV,no,27369,2,Yes,5,7981,12.0,Highly Urban/ Urban
5339,0,30MAR52,47,0,10.0,28600.0,No,0.0,z_No,z_F,Bachelors,Professional,28,Private,8830,4,Sports Car,no,31567,2,Yes,3,2190,10.0,Highly Urban/ Urban
5345,0,20NOV51,48,0,0.0,0.0,No,0.0,z_No,z_F,<High School,Student,5,Private,1500,6,z_SUV,no,5886,1,No,0,2222,7.0,Highly Urban/ Urban
5349,0,25JUL54,45,0,9.0,20188.0,No,0.0,z_No,z_F,<High School,Clerical,38,Private,14200,1,z_SUV,no,1310,1,No,7,4286,6.0,Highly Urban/ Urban
5350,0,13DEC51,48,0,11.0,28808.0,No,0.0,z_No,M,z_High School,Student,6,Commercial,8770,1,Minivan,no,0,0,Yes,4,5499,8.0,Highly Urban/ Urban
5358,0,06JUL51,48,0,12.0,34669.0,No,146134.0,Yes,M,z_High School,Clerical,42,Commercial,8630,1,Pickup,no,2499,3,No,1,4433,1.0,Highly Urban/ Urban
5360,0,31JUL51,48,0,0.0,0.0,No,0.0,Yes,M,z_High School,Student,48,Commercial,1500,4,Minivan,yes,25494,3,Yes,6,2316,8.0,Highly Urban/ Urban
5367,0,29MAY49,50,0,12.0,180074.0,No,442649.0,Yes,z_F,PhD,Doctor,59,Private,35520,4,Sports Car,no,4657,3,No,6,5160,1.0,Highly Urban/ Urban
5371,0,24DEC72,27,3,8.0,68524.0,Yes,0.0,z_No,z_F,Bachelors,Professional,34,Private,1500,3,Sports Car,no,7946,3,No,11,2651,10.0,Highly Urban/ Urban
5373,0,11SEP54,45,0,11.0,125058.0,No,0.0,z_No,M,PhD,z_Blue Collar,33,Commercial,18510,1,Van,yes,0,0,Yes,0,2418,8.0,Highly Urban/ Urban
5379,0,11APR61,38,0,9.0,12216.0,No,0.0,z_No,z_F,z_High School,Student,39,Commercial,5560,6,z_SUV,no,0,0,Yes,0,2080,1.0,Highly Urban/ Urban
5389,0,10SEP66,33,5,13.0,28084.0,No,132519.0,Yes,z_F,z_High School,Clerical,43,Private,11100,1,z_SUV,no,555,2,No,3,4618,1.0,Highly Urban/ Urban
5390,0,23JAN64,35,1,9.0,77179.0,Yes,0.0,z_No,M,z_High School,z_Blue Collar,34,Commercial,12720,10,Minivan,no,0,0,No,0,4966,4.0,Highly Urban/ Urban
5397,0,21OCT71,28,1,9.0,12117.0,Yes,0.0,z_No,M,Bachelors,Student,26,Commercial,5510,1,Pickup,yes,0,0,No,3,4120,1.0,Highly Urban/ Urban
5403,1,18FEB54,45,2,12.999999999999998,90479.0,No,250111.0,Yes,M,Masters,z_Blue Collar,30,Commercial,36330,1,Panel Truck,no,0,0,No,0,3213,1.0,Highly Urban/ Urban
5406,0,24MAY58,41,0,9.0,18939.0,No,0.0,z_No,M,<High School,z_Blue Collar,50,Private,5600,6,Minivan,no,5171,4,No,4,3896,1.0,Highly Urban/ Urban
5408,0,25MAY56,43,2,10.0,50952.0,Yes,0.0,z_No,M,z_High School,z_Blue Collar,27,Private,10900,7,Minivan,no,0,0,No,0,1834,9.0,Highly Urban/ Urban
5411,0,29NOV52,47,0,11.999999999999998,54945.0,No,113151.5,Yes,z_F,z_High School,Professional,40,Private,12220,1,z_SUV,no,6780,1,No,0,4915,10.0,Highly Urban/ Urban
5423,0,01MAY63,36,1,8.0,20494.0,No,0.0,Yes,M,z_High School,Student,22,Commercial,5000,1,Pickup,yes,1091,1,No,5,4104,7.0,Highly Urban/ Urban
5424,0,28JUN41,58,0,14.5,45977.0,No,113151.5,Yes,z_F,z_High School,z_Blue Collar,52,Commercial,9960,13,z_SUV,no,1444,1,No,6,5524,10.0,Highly Urban/ Urban
5426,0,18SEP47,52,0,8.0,273507.0,No,630267.0,z_No,M,PhD,Manager,26,Commercial,17570,1,Van,no,10200,3,No,6,3975,16.0,Highly Urban/ Urban
